species,treatment,stage,replicate,plantnumber,plotnumber ,awMPD,moisture,lightavailable,heightinitial,date,survived
Liaas,I,E,b,1,134,268.8252987,5.625,54.72972973,33,3,0
Liaas,I,E,b,2,134,268.8252987,5.625,54.72972973,10,3,0
Liaas,I,E,b,3,134,268.8252987,5.625,54.72972973,10,3,0
Liaas,I,E,b,4,134,268.8252987,5.625,54.72972973,10,3,0
Boucu,C,E,c,1,135,75.14731436,4.975,56.54450262,156,3,0
Boucu,C,E,c,2,135,75.14731436,4.975,56.54450262,260,3,1
Boucu,C,E,c,3,135,75.14731436,4.975,56.54450262,93,3,1
Boucu,C,E,c,4,135,75.14731436,4.975,56.54450262,257,3,1
Boucu,C,E,c,5,135,75.14731436,4.975,56.54450262,101,3,1
Achmi,I,E,c,1,136,265.6955931,4.75,49.46996466,65,3,1
Achmi,I,E,c,2,136,265.6955931,4.75,49.46996466,75,3,1
Achmi,I,E,c,3,136,265.6955931,4.75,49.46996466,56,3,1
Achmi,I,E,c,4,136,265.6955931,4.75,49.46996466,112,3,0
Achmi,I,E,c,5,136,265.6955931,4.75,49.46996466,81,3,1
Achmi,I,E,c,6,136,265.6955931,4.75,49.46996466,40,3,1
Agafo,C,E,c,1,137,271.1028369,5.325,35.44776119,45,3,0
Agafo,C,E,c,2,137,271.1028369,5.325,35.44776119,32,3,0
Agafo,C,E,c,3,137,271.1028369,5.325,35.44776119,45,3,0
Agafo,C,E,c,4,137,271.1028369,5.325,35.44776119,38,3,0
Agafo,C,E,c,5,137,271.1028369,5.325,35.44776119,60,3,0
Agafo,C,E,c,6,137,271.1028369,5.325,35.44776119,42,3,0
Monfi,C,E,c,1,138,270.2792097,5.225,43.27272727,17,3,0
Monfi,C,E,c,2,138,270.2792097,5.225,43.27272727,25,3,0
Monfi,C,E,c,3,138,270.2792097,5.225,43.27272727,22,3,0
Monfi,C,E,c,4,138,270.2792097,5.225,43.27272727,32,3,0
Boucu,I,E,c,1,139,75.51635166,6.65,59.92714026,202,3,1
Boucu,I,E,c,2,139,75.51635166,6.65,59.92714026,222,3,1
Boucu,I,E,c,3,139,75.51635166,6.65,59.92714026,230,3,1
Boucu,I,E,c,4,139,75.51635166,6.65,59.92714026,290,3,1
Boucu,I,E,c,5,139,75.51635166,6.65,59.92714026,10,3,0
Rudhi,IF,E,c,1,140,269.6750543,6.4,50.9765625,33,3,1
Rudhi,IF,E,c,2,140,269.6750543,6.4,50.9765625,39,3,0
Rudhi,IF,E,c,3,140,269.6750543,6.4,50.9765625,29,3,1
Rudhi,IF,E,c,4,140,269.6750543,6.4,50.9765625,49,3,1
Rudhi,IF,E,c,5,140,269.6750543,6.4,50.9765625,16,3,1
Rudhi,IF,E,c,6,140,269.6750543,6.4,50.9765625,22,3,1
Panvi,C,E,c,1,141,72.80608232,6.025,54.10447761,316,3,1
Panvi,C,E,c,2,141,72.80608232,6.025,54.10447761,374,3,1
Panvi,C,E,c,3,141,72.80608232,6.025,54.10447761,408,3,1
Panvi,C,E,c,4,141,72.80608232,6.025,54.10447761,265,3,0
Panvi,C,E,c,5,141,72.80608232,6.025,54.10447761,307,3,1
Panvi,C,E,c,6,141,72.80608232,6.025,54.10447761,83,3,0
Liaas,I,E,c,1,142,271.3030935,5.675,45.87525151,79,3,0
Liaas,I,E,c,2,142,271.3030935,5.675,45.87525151,31,3,0
Liaas,I,E,c,3,142,271.3030935,5.675,45.87525151,41,3,0
Liaas,I,E,c,4,142,271.3030935,5.675,45.87525151,20,3,0
Andge,C,E,c,1,143,68.32788763,4.6,47.47081712,257,3,1
Andge,C,E,c,2,143,68.32788763,4.6,47.47081712,173,3,1
Andge,C,E,c,3,143,68.32788763,4.6,47.47081712,140,3,1
Andge,C,E,c,4,143,68.32788763,4.6,47.47081712,212,3,1
Andge,C,E,c,5,143,68.32788763,4.6,47.47081712,85,3,0
Andge,C,E,c,6,143,68.32788763,4.6,47.47081712,227,3,1
Achmi,IF,E,c,1,144,269.8091345,3.1,37.1257485,76,3,0
Achmi,IF,E,c,2,144,269.8091345,3.1,37.1257485,84,3,1
Achmi,IF,E,c,3,144,269.8091345,3.1,37.1257485,72,3,1
Achmi,IF,E,c,4,144,269.8091345,3.1,37.1257485,47,3,1
Achmi,IF,E,c,5,144,269.8091345,3.1,37.1257485,53,3,1
Achmi,IF,E,c,6,144,269.8091345,3.1,37.1257485,67,3,1
Panvi,I,M,a,1,145,99.73656643,8.75,33.12101911,320,3,1
Panvi,I,M,a,2,145,99.73656643,8.75,33.12101911,292,3,1
Panvi,I,M,a,3,145,99.73656643,8.75,33.12101911,393,3,1
Panvi,I,M,a,4,145,99.73656643,8.75,33.12101911,235,3,1
Panvi,I,M,a,5,145,99.73656643,8.75,33.12101911,320,3,1
Panvi,I,M,a,6,145,99.73656643,8.75,33.12101911,331,3,1
Liaas,IF,M,a,1,146,248.8328088,6.725,59.71223022,21,3,0
Liaas,IF,M,a,2,146,248.8328088,6.725,59.71223022,15,3,0
Liaas,IF,M,a,3,146,248.8328088,6.725,59.71223022,25,3,0
Liaas,IF,M,a,4,146,248.8328088,6.725,59.71223022,20,3,1
Andge,I,M,a,1,147,114.4929939,9.025,56.13636364,184,3,1
Andge,I,M,a,2,147,114.4929939,9.025,56.13636364,195,3,1
Andge,I,M,a,3,147,114.4929939,9.025,56.13636364,149,3,1
Andge,I,M,a,4,147,114.4929939,9.025,56.13636364,253,3,1
Andge,I,M,a,5,147,114.4929939,9.025,56.13636364,218,3,1
Andge,I,M,a,6,147,114.4929939,9.025,56.13636364,213,3,1
Bougr,I,M,a,1,148,87.3555521,8.025,39.52941176,305,3,1
Bougr,I,M,a,2,148,87.3555521,8.025,39.52941176,245,3,1
Bougr,I,M,a,3,148,87.3555521,8.025,39.52941176,187,3,1
Bougr,I,M,a,4,148,87.3555521,8.025,39.52941176,140,3,1
Bougr,I,M,a,5,148,87.3555521,8.025,39.52941176,214,3,1
Bougr,I,M,a,6,148,87.3555521,8.025,39.52941176,141,3,1
Muhra,I,M,a,1,149,151.0524036,6.325,47.95180723,242,3,1
Muhra,I,M,a,2,149,151.0524036,6.325,47.95180723,261,3,1
Muhra,I,M,a,3,149,151.0524036,6.325,47.95180723,251,3,1
Muhra,I,M,a,4,149,151.0524036,6.325,47.95180723,301,3,1
Muhra,I,M,a,5,149,151.0524036,6.325,47.95180723,297,3,1
Muhra,I,M,a,6,149,151.0524036,6.325,47.95180723,324,3,1
Ascsy,IF,M,a,1,150,259.8970358,4.675,63.14496314,76,3,1
Ascsy,IF,M,a,2,150,259.8970358,4.675,63.14496314,118,3,1
Ascsy,IF,M,a,3,150,259.8970358,4.675,63.14496314,63,3,1
Ascsy,IF,M,a,4,150,259.8970358,4.675,63.14496314,115,3,0
Monfi,IF,M,a,1,151,264.9094864,7.225,36.22828784,43,3,1
Monfi,IF,M,a,2,151,264.9094864,7.225,36.22828784,18,3,1
Monfi,IF,M,a,3,151,264.9094864,7.225,36.22828784,20,3,0
Monfi,IF,M,a,4,151,264.9094864,7.225,36.22828784,63,3,1
Ascsy,I,M,a,1,152,254.6335338,8.525,46.11650485,69,3,1
Ascsy,I,M,a,2,152,254.6335338,8.525,46.11650485,60,3,1
Ascsy,I,M,a,3,152,254.6335338,8.525,46.11650485,64,3,0
Ascsy,I,M,a,4,152,254.6335338,8.525,46.11650485,55,3,1
Panvi,IF,M,a,1,153,111.7064284,8.725,37.33031674,360,3,1
Panvi,IF,M,a,2,153,111.7064284,8.725,37.33031674,279,3,1
Panvi,IF,M,a,3,153,111.7064284,8.725,37.33031674,95,3,1
Panvi,IF,M,a,4,153,111.7064284,8.725,37.33031674,424,3,0
Panvi,IF,M,a,5,153,111.7064284,8.725,37.33031674,243,3,1
Panvi,IF,M,a,6,153,111.7064284,8.725,37.33031674,350,3,1
Schsc,C,M,a,1,154,93.9200752,7.6,52.12264151,126,3,0
Schsc,C,M,a,2,154,93.9200752,7.6,52.12264151,116,3,1
Schsc,C,M,a,3,154,93.9200752,7.6,52.12264151,142,3,1
Schsc,C,M,a,4,154,93.9200752,7.6,52.12264151,55,3,1
Schsc,C,M,a,5,154,93.9200752,7.6,52.12264151,125,3,1
Schsc,C,M,a,6,154,93.9200752,7.6,52.12264151,100,3,1
Andge,IF,M,a,1,155,113.1538141,6.75,51.28205128,153,3,1
Andge,IF,M,a,2,155,113.1538141,6.75,51.28205128,221,3,1
Andge,IF,M,a,3,155,113.1538141,6.75,51.28205128,157,3,1
Andge,IF,M,a,4,155,113.1538141,6.75,51.28205128,179,3,1
Andge,IF,M,a,5,155,113.1538141,6.75,51.28205128,175,3,1
Andge,IF,M,a,6,155,113.1538141,6.75,51.28205128,218,3,1
Muhra,I,M,b,1,156,144.256403,6.425,38.86255924,296,3,1
Muhra,I,M,b,2,156,144.256403,6.425,38.86255924,294,3,1
Muhra,I,M,b,3,156,144.256403,6.425,38.86255924,326,3,1
Muhra,I,M,b,4,156,144.256403,6.425,38.86255924,211,3,1
Muhra,I,M,b,5,156,144.256403,6.425,38.86255924,314,3,1
Muhra,I,M,b,6,156,144.256403,6.425,38.86255924,258,3,1
Andge,IF,M,b,1,157,126.8855654,4.45,35.68181818,182,3,1
Andge,IF,M,b,2,157,126.8855654,4.45,35.68181818,152,3,1
Andge,IF,M,b,3,157,126.8855654,4.45,35.68181818,256,3,1
Andge,IF,M,b,4,157,126.8855654,4.45,35.68181818,201,3,1
Andge,IF,M,b,5,157,126.8855654,4.45,35.68181818,53,3,1
Andge,IF,M,b,6,157,126.8855654,4.45,35.68181818,120,3,1
Asctu,C,M,a,1,158,259.9211273,4.875,43.82022472,61,3,1
Asctu,C,M,a,2,158,259.9211273,4.875,43.82022472,39,3,1
Asctu,C,M,a,3,158,259.9211273,4.875,43.82022472,42,3,1
Asctu,C,M,a,4,158,259.9211273,4.875,43.82022472,45,3,1
Asctu,C,M,a,5,158,259.9211273,4.875,43.82022472,46,3,0
Asctu,C,M,a,6,158,259.9211273,4.875,43.82022472,33,3,0
Sornu,I,M,a,1,159,140.9601934,7.025,32.65765766,240,3,1
Sornu,I,M,a,2,159,140.9601934,7.025,32.65765766,199,3,0
Sornu,I,M,a,3,159,140.9601934,7.025,32.65765766,181,3,1
Sornu,I,M,a,4,159,140.9601934,7.025,32.65765766,204,3,1
Asctu,I,M,a,1,160,259.4928758,8.775,56.15212528,72,3,1
Asctu,I,M,a,2,160,259.4928758,8.775,56.15212528,44,3,1
Asctu,I,M,a,3,160,259.4928758,8.775,56.15212528,70,3,1
Asctu,I,M,a,4,160,259.4928758,8.775,56.15212528,51,3,1
Asctu,I,M,a,5,160,259.4928758,8.775,56.15212528,59,3,1
Asctu,I,M,a,6,160,259.4928758,8.775,56.15212528,70,3,1
Monfi,IF,M,b,1,161,264.3002743,8.4,38.94736842,39,3,0
Monfi,IF,M,b,2,161,264.3002743,8.4,38.94736842,44,3,1
Monfi,IF,M,b,3,161,264.3002743,8.4,38.94736842,46,3,0
Monfi,IF,M,b,4,161,264.3002743,8.4,38.94736842,15,3,0
Spohe,I,M,a,1,162,203.0892363,5.225,43.75,21,3,0
Spohe,I,M,a,2,162,203.0892363,5.225,43.75,26,3,0
Spohe,I,M,a,3,162,203.0892363,5.225,43.75,59,3,1
Astaz,C,M,a,1,163,225.591391,5.425,48.52652259,33,3,0
Astaz,C,M,a,2,163,225.591391,5.425,48.52652259,17,3,1
Astaz,C,M,a,3,163,225.591391,5.425,48.52652259,32,3,1
Astaz,C,M,a,4,163,225.591391,5.425,48.52652259,37,3,1
Astaz,C,M,a,5,163,225.591391,5.425,48.52652259,29,3,1
Astaz,C,M,a,6,163,225.591391,5.425,48.52652259,24,3,0
Rudhi,I,M,a,1,164,241.8654133,7.575,33.3984375,30,3,1
Rudhi,I,M,a,2,164,241.8654133,7.575,33.3984375,48,3,1
Rudhi,I,M,a,3,164,241.8654133,7.575,33.3984375,39,3,1
Rudhi,I,M,a,4,164,241.8654133,7.575,33.3984375,33,3,0
Rudhi,I,M,a,5,164,241.8654133,7.575,33.3984375,24,3,0
Rudhi,I,M,a,6,164,241.8654133,7.575,33.3984375,35,3,0
Agafo,I,M,a,1,165,237.8739016,3.575,58.26771654,40,3,1
Agafo,I,M,a,2,165,237.8739016,3.575,58.26771654,47,3,0
Agafo,I,M,a,3,165,237.8739016,3.575,58.26771654,44,3,1
Agafo,I,M,a,4,165,237.8739016,3.575,58.26771654,53,3,1
Agafo,I,M,a,5,165,237.8739016,3.575,58.26771654,54,3,1
Agafo,I,M,a,6,165,237.8739016,3.575,58.26771654,53,3,0
Andge,I,M,b,1,166,138.6464391,5.25,37.81190019,182,3,1
Andge,I,M,b,2,166,138.6464391,5.25,37.81190019,171,3,1
Andge,I,M,b,3,166,138.6464391,5.25,37.81190019,258,3,1
Andge,I,M,b,4,166,138.6464391,5.25,37.81190019,221,3,1
Andge,I,M,b,5,166,138.6464391,5.25,37.81190019,153,3,1
Andge,I,M,b,6,166,138.6464391,5.25,37.81190019,110,3,0
Bougr,I,M,b,1,167,150.1918316,8,36.5234375,228,3,1
Bougr,I,M,b,2,167,150.1918316,8,36.5234375,217,3,1
Bougr,I,M,b,3,167,150.1918316,8,36.5234375,312,3,1
Bougr,I,M,b,4,167,150.1918316,8,36.5234375,138,3,0
Bougr,I,M,b,5,167,150.1918316,8,36.5234375,218,3,1
Bougr,I,M,b,6,167,150.1918316,8,36.5234375,320,3,1
Boucu,I,M,a,1,168,113.9232872,8.95,36.73469388,233,3,1
Boucu,I,M,a,2,168,113.9232872,8.95,36.73469388,261,3,1
Boucu,I,M,a,3,168,113.9232872,8.95,36.73469388,259,3,1
Boucu,I,M,a,4,168,113.9232872,8.95,36.73469388,275,3,1
Boucu,I,M,a,5,168,113.9232872,8.95,36.73469388,180,3,1
Liaas,C,M,a,1,169,246.6260175,5.625,44.24603175,29,3,1
Liaas,C,M,a,2,169,246.6260175,5.625,44.24603175,10,3,0
Liaas,C,M,a,3,169,246.6260175,5.625,44.24603175,54,3,0
Liaas,C,M,a,4,169,246.6260175,5.625,44.24603175,25,3,1
Sornu,C,M,a,1,170,184.328369,5.25,46.48760331,271,3,1
Sornu,C,M,a,2,170,184.328369,5.25,46.48760331,321,3,1
Sornu,C,M,a,3,170,184.328369,5.25,46.48760331,236,3,1
Sornu,C,M,a,4,170,184.328369,5.25,46.48760331,251,3,1
Panvi,IF,M,b,1,171,197.9096755,5.975,53.38809035,288,3,1
Panvi,IF,M,b,2,171,197.9096755,5.975,53.38809035,125,3,1
Panvi,IF,M,b,3,171,197.9096755,5.975,53.38809035,367,3,1
Panvi,IF,M,b,4,171,197.9096755,5.975,53.38809035,407,3,1
Panvi,IF,M,b,5,171,197.9096755,5.975,53.38809035,33,3,1
Panvi,IF,M,b,6,171,197.9096755,5.975,53.38809035,368,3,1
Boucu,I,M,b,1,172,150.493048,5.625,56.15079365,173,3,1
Boucu,I,M,b,2,172,150.493048,5.625,56.15079365,141,3,1
Boucu,I,M,b,3,172,150.493048,5.625,56.15079365,145,3,1
Boucu,I,M,b,4,172,150.493048,5.625,56.15079365,151,3,1
Boucu,I,M,b,5,172,150.493048,5.625,56.15079365,95,3,1
Asctu,C,M,b,1,173,255.5797196,6.375,51.78571429,48,3,1
Asctu,C,M,b,2,173,255.5797196,6.375,51.78571429,49,3,1
Asctu,C,M,b,3,173,255.5797196,6.375,51.78571429,36,3,1
Asctu,C,M,b,4,173,255.5797196,6.375,51.78571429,49,3,1
Asctu,C,M,b,5,173,255.5797196,6.375,51.78571429,61,3,1
Asctu,C,M,b,6,173,255.5797196,6.375,51.78571429,53,3,1
Monfi,IF,M,c,1,174,235.1367194,6.425,64.92374728,29,3,0
Monfi,IF,M,c,2,174,235.1367194,6.425,64.92374728,17,3,0
Monfi,IF,M,c,3,174,235.1367194,6.425,64.92374728,10,3,0
Monfi,IF,M,c,4,174,235.1367194,6.425,64.92374728,13,3,0
Astaz,IF,M,a,1,175,209.0776772,4.625,53.50318471,43,3,0
Astaz,IF,M,a,2,175,209.0776772,4.625,53.50318471,37,3,0
Astaz,IF,M,a,3,175,209.0776772,4.625,53.50318471,22,3,0
Astaz,IF,M,a,4,175,209.0776772,4.625,53.50318471,23,3,1
Astaz,IF,M,a,5,175,209.0776772,4.625,53.50318471,19,3,0
Astaz,IF,M,a,6,175,209.0776772,4.625,53.50318471,42,3,0
Asctu,I,M,b,1,176,255.2356556,6.525,47.54797441,48,3,0
Asctu,I,M,b,2,176,255.2356556,6.525,47.54797441,50,3,0
Asctu,I,M,b,3,176,255.2356556,6.525,47.54797441,48,3,1
Asctu,I,M,b,4,176,255.2356556,6.525,47.54797441,43,3,1
Asctu,I,M,b,5,176,255.2356556,6.525,47.54797441,42,3,0
Asctu,I,M,b,6,176,255.2356556,6.525,47.54797441,39,3,1
Ascsy,C,M,a,1,177,258.5050969,7.5,42.85714286,76,3,1
Ascsy,C,M,a,2,177,258.5050969,7.5,42.85714286,79,3,1
