plot,abundance,species,specieslowbar,genus,family,species.relative,genus.relative
220,0.8,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
220,0.7,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
220,4.4,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
220,2.1,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
220,2.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
220,1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
220,1.7,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
220,0.05,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
220,5,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
220,19,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
220,0.1,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
220,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
220,4,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
220,5.5,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
221,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
221,2.3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
221,0.4,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
221,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
221,19,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
221,10,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
221,0.05,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
221,14,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
221,1.8,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
221,2.2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
221,70,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
222,0.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
222,7.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
222,0.2,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
222,0.1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
222,1,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
222,1.5,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
222,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
222,0.1,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
222,30,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
222,5.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
223,0.01,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
223,3.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
223,0.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
223,0.1,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
223,3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
223,0.4,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
223,19,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
223,15,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
223,10,Solidago canadensis,Solidago_canadensis,Solidago,Asteraceae,,
223,1.5,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
223,0.4,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
224,0.4,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
224,1.3,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
224,0.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
224,1.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
224,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
224,17,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
224,0.7,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
224,19,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
224,1.1,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
224,11,Solidago canadensis,Solidago_canadensis,Solidago,Asteraceae,,
224,1.5,Solidago gigantea,Solidago_gigantea,Solidago,Asteraceae,,
224,2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
225,6,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
225,1.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
225,0.3,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
225,0.5,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
225,0.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
225,1.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
225,1.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
225,13,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
225,10,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
225,1.4,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
225,22,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
225,26,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
225,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
225,1,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
225,0.8,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
226,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
226,4.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
226,3.5,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
226,1.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
226,1.5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
226,2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
226,2.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
226,18,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
226,0,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
226,8,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
226,5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
226,1.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
226,1.2,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
226,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
227,0.6,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
227,0.6,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
227,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
227,2.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
227,1.4,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
227,3.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
227,1,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
227,0.5,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
227,1.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
227,18,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
227,7,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
227,2.8,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
227,0.5,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
227,1,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
228,4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
228,0.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
228,1.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
228,1,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
228,3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
228,1.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
228,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
228,27,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
228,22,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
228,8,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
228,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
228,2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
228,2.4,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
228,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
229,2.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
229,0.3,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
229,0.6,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
229,2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
229,1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
229,0.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
229,16,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
229,22,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
229,13,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
229,2.8,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
229,0.1,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
229,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
230,1.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
230,0.1,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
230,0.8,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
230,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
230,0.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
230,0.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
230,21,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
230,26,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
230,0.2,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
230,8,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
230,4.2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
230,0.3,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
231,6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
231,1.6,Andropogon gerardii,Andropogon_gerardii,Andropogon,Poaceae,,
231,2.2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
231,0.5,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
231,1.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
231,15,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
231,23,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
231,1.6,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
231,3,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
231,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
232,6.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
232,1.3,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
232,0.8,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
232,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
232,2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
232,2.8,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
232,0.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
232,0.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
232,2,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
232,0.5,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
232,26,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
232,1.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
233,2.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
233,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
233,5.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
233,0.5,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
233,0.1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
233,0,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
233,5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
233,0.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
233,2.4,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
233,0.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
233,14,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
233,23,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
233,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
234,1.8,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
234,0.2,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
234,2.7,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
234,0.05,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
234,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
234,2.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
234,0.7,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
234,1.3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
234,28,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
234,20,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
234,0.7,Muhlenbergia racemosa,Muhlenbergia_racemosa,Muhlenbergia,Poaceae,,
234,5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
234,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
235,0.05,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
235,3.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
235,2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
235,1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
235,1.1,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
235,1.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
235,4.2,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
235,14,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
235,9,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
235,3,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
235,0.4,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
235,0.2,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
236,2.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
236,0.1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
236,0.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
236,5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
236,2.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
236,0.8,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
236,22,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
236,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
236,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
236,3.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
236,0,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
236,0.4,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
237,5.6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
237,0.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
237,2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
237,2.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
237,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
237,12,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
237,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
237,1.8,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
237,5.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
238,4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
238,1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
238,0.9,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
238,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
238,1.4,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
238,1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
238,7,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
238,0.7,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
238,29,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
238,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
238,1.9,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
239,4.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
239,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
239,17.9,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
239,2.9,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
239,1.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
239,8,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
239,4.2,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
239,0.1,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
239,10,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
239,2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
239,0.3,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
240,4.9,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
240,0,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
240,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
240,2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
240,0.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
240,15,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
240,20,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
240,3.1,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
240,9,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
240,3,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
241,0.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
241,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
241,3.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
241,0.1,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
241,4.5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
241,1.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
241,1.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
241,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
241,4,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
241,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
241,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
241,0.3,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
242,2.2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
242,1.2,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
242,1.8,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
242,2.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
242,1.9,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
242,1.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
242,26,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
242,0.4,Physalis virginiana,Physalis_virginiana,Physalis,Solanaceae,,
242,8,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
242,1.5,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
242,0.9,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
242,1.2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
242,0.2,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
243,2.9,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
243,1.2,Apocynum cannabinum,Apocynum_cannabinum,Apocynum,Apocynaceae,,
243,0.8,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
243,19,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
243,1.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
243,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
243,22,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
243,21,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
243,1,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
244,3.4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
244,0.5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
244,7,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
244,3.9,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
244,0.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
244,16,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
244,2.2,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
244,7.5,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
244,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
244,8.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
245,0.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
245,4.1,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
245,1.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
245,0.5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
245,1.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
245,4,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
245,0.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
245,12,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
245,9,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
245,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
245,3.2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
246,0.2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
246,2.9,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
246,1.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
246,3.8,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
246,0.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
246,7,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
246,0.9,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
246,17,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
246,8.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
246,0.2,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
247,0.1,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
247,2.6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
247,6.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
247,0.3,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
247,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
247,7.1,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
